Version,1.00
Width,640
Height,512
MethaneSensorData,
GPS Latitude,47° 55' 8.60" N
GPS Longitude,97° 4' 26.28" W
GPS Altitude,198.432007 m
GPS Heading,67.730003°
16.582294,16.820736,16.614120,16.327217,16.311245,15.862953,15.267002,14.553024,14.062920,13.685371,13.256683,13.289734,12.593246,11.268997,10.148438,9.960415,9.891953,8.772808,10.472347,10.557411,10.387211,10.506382,10.438301,10.216717,10.199646,10.591415,10.642395,10.284950,10.438301,11.353359,12.825993,13.570152,13.882553,13.140930,11.774059,10.011726,7.973194,6.903118,7.868435,11.252113,13.685371,14.177513,14.242935,14.780819,15.121429,14.079300,13.685371,12.875793,10.642395,9.943306,10.233784,9.686287,9.857712,9.994621,10.421276,11.403946,12.359917,12.643166,12.809383,13.025021,12.759556,12.209618,11.857979,12.192902,12.593246,13.091274,13.964584,14.062920,14.112053,14.520435,14.406273,14.308308,14.975613,15.814785,16.868347,19.798698,20.134781,13.636009,7.798531,7.728580,11.319618,13.306248,14.062920,15.444603,16.295273,16.947636,18.237415,18.564526,17.846298,17.406052,16.375099,15.541328,15.347775,15.557434,15.460732,15.444603,15.315472,15.541328,15.798725,16.007301,16.311245,16.693649,16.963486,17.342968,18.065556,18.921295,18.128090,16.327217,15.830845,16.039345,16.502659,16.359138,16.247341,16.327217,15.202335,14.062920,14.177513,15.202335,11.370216,6.744297,6.408218,8.060413,10.080105,12.376610,13.948181,14.650723,15.492977,16.327217,16.963486,17.311409,17.390285,16.963486,16.804859,17.232460,17.720749,17.642189,16.884205,16.438900,15.814785,15.153797,13.997375,13.008453,12.393291,12.676434,13.240158,14.275631,16.391052,17.169250,16.693649,16.550446,16.454842,16.947636,17.169250,17.232460,17.200863,16.804859,15.105240,13.157471,12.792778,14.291973,13.586620,10.625404,8.356403,8.286835,9.874836,12.493324,14.389950,15.557434,15.105240,14.242935,13.849720,13.734707,12.393291,11.201447,10.353134,9.686287,9.583294,10.710339,11.622822,11.201447,10.964676,9.994621,10.438301,11.975342,12.643166,12.059078,11.622822,11.370216,11.488186,11.235229,11.133862,11.268997,11.807636,12.409977,11.891529,10.879967,10.165508,9.703445,10.267899,10.676369,10.489372,9.840580,9.014915,8.703526,9.891953,11.488186,12.693066,13.866138,13.306248,11.925056,11.538696,10.998535,10.353134,10.370178,10.642395,10.896912,11.505028,11.252113,11.874752,12.659809,14.128426,14.520435,14.471519,12.975311,9.960415,9.583294,8.356403,8.042976,9.737747,11.437649,13.107822,13.074711,13.421806,14.226585,13.306248,12.643166,12.276451,11.908295,11.319618,11.116955,11.572353,13.190556,14.406273,14.878273,16.327217,16.311245,14.601891,12.942146,12.659809,13.570152,13.586620,12.776161,12.626534,12.609894,12.276451,12.543297,12.243038,11.857979,13.058155,13.058155,12.726318,12.776161,13.520729,14.210239,14.193874,13.784012,16.915924,14.991829,10.370178,8.564819,8.945805,12.359917,13.701824,13.833294,14.013767,14.585602,15.024246,15.072853,15.509098,16.279297,16.039345,15.605747,15.670120,15.718369,15.766586,16.023323,16.518593,16.915924,17.327194,17.814926,17.358746,17.042686,17.232460,17.137627,16.359138,16.071377,17.311409,17.216667,16.343178,16.055359,16.359138,14.910728,13.471283,14.275631,14.422592,14.030159,14.520435,13.471283,13.140930,14.878273,17.705044,12.792778,8.373787,6.744297,7.500919,10.319046,11.740471,11.706871,12.359917,12.459991,12.326538,11.975342,12.159466,12.709690,12.259750,12.226334,11.857979,11.589180,11.673264,12.226334,12.476658,12.659809,12.892384,13.355793,12.092548,11.673264,11.891529,11.437649,11.150764,12.109283,14.030159,15.637932,14.324646,13.504250,12.975311,12.676434,12.626534,13.240158,12.792778,13.273212,13.140930,12.908978,12.693066,12.958721,13.240158,13.355793,12.226334,12.293148,12.626534,13.107822,14.520435,15.283161,14.959396,14.112053,13.388805,12.559952,11.370216,10.879967,10.284950,9.497387,9.014915,7.868435,7.114502,6.920746,6.071068,5.554386,5.339859,5.035202,4.531536,4.061752,3.589951,3.407955,3.699005,3.753490,3.971176,3.880531,3.862389,3.916801,3.989300,4.116058,4.152252,4.116058,4.206516,4.061752,4.007416,4.170345,4.152252,4.043640,4.260754,4.152252,4.242676,4.116058,4.188435,4.116058,4.188435,4.188435,4.116058,4.188435,4.242676,4.152252,4.224598,4.188435,4.278828,4.278828,4.206516,4.152252,4.116058,4.242676,4.206516,4.134155,4.043640,4.007416,3.953053,3.298611,3.170902,3.189156,3.589951,3.898666,3.916801,3.862389,3.934925,3.934925,4.079857,4.079857,4.007416,4.061752,4.170345,4.043640,4.025536,3.989300,3.989300,3.953053,3.916801,3.953053,3.898666,3.916801,3.934925,3.971176,3.934925,3.971176,3.934925,3.953053,3.953053,3.916801,3.971176,3.989300,3.989300,4.007416,3.916801,3.844246,3.844246,3.789803,3.826103,3.608135,3.571766,3.608135,3.535381,3.462578,3.335068,3.407955,3.608135,3.498989,3.535381,3.571766,3.662666,3.680840,3.626316,3.753490,3.735332,3.844246,3.934925,4.061752,4.296894,4.549564,4.945431,5.124897,5.661499,5.964375,6.390503,6.549854,6.496765,6.585236,6.638283,6.814915,6.797268,6.691307,6.620605,6.602921,6.549854,6.602921,7.290325,6.230907,6.124374,5.768490,5.679333,5.518661,5.536526,5.536526,5.786316,5.910992,5.964375,5.946579,6.088840,6.956001,8.564819,10.438301,12.443321,13.454792,13.273212,15.476856,16.151413,14.634445,13.140930,12.842598,14.291973,15.137611,12.842598,10.045925,10.472347,12.109283,13.405304,15.846905,15.718369,13.041588,9.239212,5.786316,5.697170,5.946579,7.693588,9.480194,9.686287,9.187500,9.376984,9.720600,9.014915,7.781048,4.927475,5.286160,4.693684,4.387199,4.369148,4.296894,4.423306,4.477436,4.351089,4.441353,4.441353,4.314964,4.242676,4.242676,4.369148,3.989300,4.170345,3.989300,3.880531,3.989300,3.934925,3.844246,4.025536,3.953053,3.953053,4.079857,4.025536,4.061752,3.862389,3.862389,3.662666,3.608135,3.753490,3.589951,3.699005,3.553574,3.571766,3.735332,3.934925,3.971176,4.260754,4.260754,4.097965,4.061752,4.007416,3.953053,3.662666,3.844246,3.807953,3.989300,4.097965,4.188435,4.170345,4.333031,4.314964,4.549564,4.693684,4.837608,5.142826,5.447174,5.643646,5.875378,6.230907,6.673634,7.026474,7.360569,7.535976,7.571022,7.448311,7.378120,7.220032,6.903118,6.620605,6.088840,5.590103,5.106960,4.747677,4.441353,4.242676,4.224598,4.170345,4.116058,3.989300,3.989300,3.644493,3.989300,3.953053,4.097965,4.134155,4.170345,4.097965,3.626316,3.662666,3.662666,
19.276489,19.890503,19.844620,19.982201,19.322708,19.875206,19.430435,18.548973,17.814926,17.595016,17.437576,17.358746,16.820736,13.668919,10.676369,9.308125,9.204739,9.394192,9.994621,10.659386,11.015461,11.606007,11.555531,10.964676,10.421276,10.421276,10.472347,9.943306,9.943306,10.540405,11.589180,12.109283,12.259750,12.326538,11.336498,10.421276,9.497387,8.945805,9.014915,10.199646,11.471340,12.359917,13.652473,14.112053,14.226585,13.537209,12.958721,12.626534,10.998535,9.754898,9.669128,9.118500,8.634197,8.547466,8.755493,8.963085,9.548939,9.617638,9.617638,9.823448,9.772041,9.772041,10.011726,10.080105,10.523392,11.437649,12.192902,12.726318,12.393291,12.543297,12.393291,12.226334,12.593246,13.190556,14.357304,16.550446,18.331009,14.013767,8.217224,7.079300,9.566116,11.572353,13.553684,12.925560,13.652473,14.095684,15.589645,16.677750,15.573536,15.218506,14.569313,13.898964,14.079300,14.422592,14.666992,14.601891,14.324646,14.275631,14.585602,14.845798,14.894505,15.040455,15.380058,15.702286,16.295273,16.852482,17.137627,15.557434,14.780819,14.943172,15.218506,15.299320,15.153797,15.072853,14.308308,13.537209,13.586620,14.553024,12.142746,7.641083,6.461357,7.850964,9.514572,12.008842,14.128426,15.121429,15.444603,15.975243,16.518593,16.979324,17.705044,17.642189,17.200863,17.311409,17.783546,17.500584,16.963486,16.566368,16.438900,16.375099,15.525215,14.553024,13.322769,12.776161,13.207096,13.915375,15.476856,16.852482,16.852482,16.741325,16.407009,16.391052,16.963486,17.090168,17.216667,17.342968,16.582294,14.683266,13.833294,15.557434,16.055359,12.476658,8.234627,6.832558,8.564819,12.759556,15.798725,17.232460,16.103397,16.231361,16.183403,16.327217,15.541328,13.833294,11.891529,10.302002,9.909073,11.032383,13.339287,13.157471,12.109283,10.676369,10.846066,12.809383,14.324646,13.767578,13.058155,12.593246,12.809383,12.059078,11.757271,11.891529,12.908978,14.226585,13.553684,11.941822,11.572353,11.606007,12.192902,12.359917,12.476658,11.807636,9.737747,8.720848,9.032185,8.755493,9.204739,10.574409,11.538696,11.639633,11.066219,11.049305,10.319046,10.182583,10.659386,10.574409,10.455326,10.387211,10.540405,11.015461,11.925056,12.259750,12.008842,10.557411,9.032185,8.928516,9.014915,9.187500,10.455326,11.606007,12.426647,12.176186,12.792778,14.013767,12.942146,12.042332,11.606007,11.285877,10.659386,10.233784,10.625404,12.008842,13.306248,13.636009,14.666992,15.476856,14.193874,12.459991,11.807636,12.509983,13.339287,12.958721,12.842598,12.343239,12.075813,12.576599,12.393291,11.824417,12.825993,13.273212,12.842598,13.140930,13.454792,14.226585,14.046535,13.701824,14.569313,11.958580,10.591415,9.497387,10.114281,12.809383,14.030159,13.866138,14.079300,14.926960,15.153797,15.331627,15.766586,16.055359,15.734444,15.331627,15.444603,16.087387,16.343178,16.518593,17.058510,17.090168,17.311409,18.081188,18.081188,17.657906,17.909004,17.657906,17.500584,16.995171,17.705044,17.955997,17.500584,16.931782,16.915924,15.331627,14.161160,14.910728,14.878273,14.618168,15.202335,13.570152,13.751144,14.193874,18.486755,14.618168,8.824738,6.248650,7.781048,10.981606,13.223625,13.174019,13.487762,13.751144,13.388805,13.174019,13.421806,13.915375,13.306248,13.240158,12.759556,12.243038,12.643166,13.487762,13.652473,13.553684,13.074711,13.322769,12.759556,13.091274,13.619545,13.240158,11.975342,12.259750,13.619545,16.327217,15.541328,14.520435,14.308308,13.931774,13.636009,14.259285,14.210239,14.634445,14.438908,13.898964,13.537209,13.833294,14.455215,15.089043,12.092548,10.947739,11.841202,15.089043,17.893326,18.393349,18.128090,17.327194,16.055359,14.683266,13.339287,12.226334,10.506382,8.720848,7.623573,6.567551,5.804131,5.465054,4.801651,4.477436,4.242676,4.188435,3.898666,3.589951,3.407955,3.571766,3.644493,3.662666,3.571766,3.807953,3.826103,3.916801,3.862389,3.826103,3.916801,3.880531,3.953053,3.971176,3.916801,4.061752,3.953053,4.007416,3.953053,3.989300,4.007416,3.989300,4.007416,4.097965,4.097965,4.025536,3.971176,4.061752,4.043640,4.007416,4.007416,4.206516,4.224598,4.079857,4.079857,3.989300,4.061752,3.953053,3.971176,3.989300,3.989300,3.934925,3.626316,3.207405,3.225651,3.207405,3.571766,3.735332,3.880531,3.880531,3.844246,3.826103,3.934925,4.025536,4.116058,4.007416,4.079857,4.043640,3.953053,3.971176,3.953053,3.953053,4.025536,3.916801,3.953053,3.953053,4.007416,4.043640,3.989300,3.953053,3.844246,3.934925,3.934925,3.953053,3.789803,3.826103,3.934925,3.807953,3.971176,3.971176,4.025536,3.753490,3.753490,3.789803,3.771652,3.699005,3.662666,3.335068,3.316833,3.644493,3.717175,3.717175,3.680840,3.680840,3.771652,3.826103,3.953053,3.989300,4.043640,4.152252,4.351089,4.585613,4.945431,5.590103,6.124374,6.814915,7.518448,8.252037,8.564819,9.014915,9.290901,9.376984,9.239212,9.325344,8.876640,8.755493,8.703526,8.460667,8.356403,8.304234,7.920826,7.448311,7.167278,6.814915,6.479061,6.319599,6.425938,6.832558,7.079300,7.079300,7.008865,7.008865,7.096901,7.990639,9.737747,11.656456,13.157471,13.438301,13.041588,14.455215,15.347775,14.455215,12.842598,12.376610,13.636009,13.898964,10.387211,9.943306,10.846066,12.726318,14.373634,17.437576,17.200863,13.636009,8.980370,6.142136,4.909508,4.891537,6.088840,7.272751,7.641083,7.202450,6.991249,6.938374,6.585236,6.088840,5.286160,4.837608,4.639664,4.603634,4.603634,4.675674,4.711681,4.657673,4.711681,4.603634,4.513504,4.423306,4.477436,4.405251,4.369148,4.333031,4.206516,4.170345,4.260754,4.061752,4.278828,4.116058,4.152252,4.296894,4.351089,4.242676,4.278828,4.278828,4.188435,4.043640,3.862389,3.644493,3.680840,3.717175,3.717175,3.626316,3.680840,3.898666,4.152252,4.188435,4.278828,4.134155,4.043640,4.134155,4.152252,4.206516,4.025536,4.097965,4.152252,4.387199,4.369148,4.603634,4.765671,4.729683,5.053143,5.232430,5.607952,5.910992,6.248650,6.514469,6.708969,7.237614,7.938286,8.425922,8.980370,9.187500,9.290901,9.204739,8.876640,8.686203,8.530113,7.641083,7.026474,6.106606,5.482925,4.819633,4.459393,4.242676,4.188435,3.971176,3.989300,3.916801,3.898666,3.771652,3.807953,3.916801,4.079857,4.061752,4.278828,4.097965,4.043640,3.971176,3.934925,4.387199,
19.491928,20.363113,20.681656,20.847977,20.847977,21.044098,20.817772,20.287071,19.660805,19.844620,20.180496,20.575615,21.389847,17.814926,12.476658,9.153004,8.060413,6.956001,9.221977,10.778229,12.142746,13.718266,14.406273,14.013767,13.207096,12.742935,12.792778,12.209618,11.790852,12.359917,13.041588,13.256683,13.190556,13.619545,13.041588,12.259750,11.790852,11.403946,11.218346,11.505028,11.841202,12.776161,14.715790,15.879005,15.589645,14.910728,14.128426,13.866138,13.140930,11.841202,11.723679,10.930801,9.359772,8.790119,8.686203,8.339016,8.077850,7.781048,8.025536,7.044090,7.184868,8.286835,9.651970,10.233784,10.233784,10.795189,11.133862,11.133862,10.930801,10.284950,10.421276,11.116955,10.267899,10.710339,11.690063,12.859196,14.520435,12.643166,8.876640,7.448311,8.876640,10.404247,10.879967,11.201447,11.505028,11.454498,12.126015,13.124378,12.759556,12.092548,12.109283,11.387085,11.690063,12.243038,12.559952,12.609894,12.526642,12.259750,12.643166,12.958721,12.991879,12.825993,13.240158,13.487762,13.866138,14.389950,14.943172,13.931774,13.074711,13.124378,13.273212,13.240158,13.140930,13.041588,12.476658,11.941822,11.992092,12.792778,11.992092,8.530113,6.832558,7.763561,8.911228,11.100048,13.668919,15.218506,15.250839,15.250839,15.718369,16.151413,16.661846,17.058510,16.788982,16.804859,16.741325,16.391052,15.766586,15.573536,15.927139,15.798725,15.621845,14.813316,13.866138,12.742935,12.809383,13.207096,14.128426,15.218506,15.814785,16.071377,15.782661,15.702286,16.055359,16.151413,16.215378,16.725437,16.582294,15.218506,14.634445,16.215378,17.752151,14.926960,9.463001,6.425938,7.325455,11.941822,15.943176,17.390285,17.137627,17.169250,17.595016,18.362186,18.611149,17.295624,14.845798,12.192902,11.235229,11.370216,13.685371,14.715790,13.800449,12.259750,11.757271,13.372299,15.137611,14.797073,13.866138,13.636009,14.242935,13.570152,12.925560,13.174019,14.242935,15.862953,15.991276,13.504250,13.471283,13.849720,14.601891,14.764568,15.089043,15.153797,12.676434,10.131355,10.011726,7.535976,6.832558,8.634197,10.659386,11.941822,11.925056,11.420795,11.100048,11.437649,11.891529,12.008842,11.252113,11.015461,10.981606,10.964676,11.403946,11.555531,11.167664,10.114281,9.101242,8.582169,9.032185,10.165508,11.370216,12.126015,12.243038,11.958580,12.958721,15.412338,13.997375,12.643166,12.276451,11.387085,10.879967,10.028828,9.703445,10.438301,11.454498,11.857979,12.709690,13.520729,13.041588,11.150764,9.806320,10.421276,11.589180,13.256683,14.373634,12.626534,12.209618,12.526642,12.493324,11.891529,12.226334,12.908978,12.543297,12.759556,12.875793,13.273212,13.107822,12.892384,12.209618,11.268997,10.284950,10.250847,11.015461,12.426647,13.636009,13.207096,13.306248,14.112053,14.259285,14.324646,14.797073,15.089043,13.931774,14.079300,14.291973,15.202335,15.702286,15.702286,16.055359,15.654026,16.630035,17.469082,17.783546,17.469082,17.406052,17.264053,17.342968,17.248253,17.264053,17.673618,18.096825,17.358746,16.900066,15.734444,14.797073,15.040455,15.573536,14.991829,15.718369,14.177513,13.438301,14.357304,18.331009,15.557434,9.480194,6.585236,8.564819,11.723679,13.487762,13.915375,14.161160,14.340973,13.668919,13.652473,13.948181,14.650723,14.112053,13.915375,13.372299,13.289734,13.140930,14.128426,14.030159,14.128426,13.487762,13.190556,12.825993,13.668919,14.324646,13.898964,13.041588,12.875793,13.636009,16.343178,16.407009,15.380058,14.943172,15.137611,14.748310,14.975613,14.975613,15.347775,15.492977,14.764568,14.291973,14.553024,14.991829,16.055359,11.958580,9.049458,10.063019,14.829556,19.230247,20.043266,20.119537,19.599442,18.034264,16.071377,14.569313,13.008453,10.727310,8.373787,6.920746,5.964375,5.124897,4.765671,4.278828,4.043640,3.916801,3.916801,3.844246,3.735332,3.608135,3.680840,3.626316,3.662666,3.844246,3.826103,3.807953,3.735332,3.717175,3.789803,3.717175,3.735332,3.735332,3.753490,3.844246,3.771652,3.807953,3.844246,4.043640,3.844246,3.789803,3.789803,3.535381,3.862389,3.789803,3.862389,3.826103,3.753490,3.898666,3.934925,3.989300,3.953053,3.826103,3.789803,3.916801,3.826103,3.826103,3.771652,3.807953,3.934925,3.880531,3.553574,3.444370,3.262138,3.079597,3.371513,3.553574,3.662666,3.662666,3.789803,3.789803,3.789803,3.844246,3.916801,3.989300,3.971176,4.025536,4.025536,4.007416,3.953053,3.898666,3.989300,3.898666,3.862389,3.953053,3.916801,3.934925,3.916801,4.061752,3.971176,3.989300,3.934925,3.971176,3.989300,4.007416,3.971176,4.079857,4.007416,3.916801,3.898666,4.007416,3.989300,3.971176,4.043640,4.025536,3.916801,3.789803,3.426163,3.371513,3.771652,3.880531,4.025536,3.880531,4.061752,4.206516,4.369148,4.459393,4.513504,4.729683,4.837608,5.214516,5.554386,6.017731,6.691307,7.623573,8.582169,9.480194,10.557411,10.998535,11.908295,12.509983,12.892384,12.709690,12.609894,11.622822,11.774059,11.857979,11.572353,11.841202,11.521862,10.523392,9.840580,8.945805,8.443295,8.321625,8.008095,8.199810,9.066719,9.204739,9.204739,8.842041,8.373787,8.060413,8.790119,10.045925,11.841202,12.609894,12.659809,12.276451,13.041588,13.866138,13.487762,12.609894,12.176186,12.493324,12.259750,10.727310,9.548939,10.761253,12.293148,14.046535,17.767853,17.830616,13.421806,8.686203,6.053291,4.909508,4.693684,5.124897,5.750664,6.319599,5.928787,5.625801,5.465054,5.393528,5.106960,4.873566,4.837608,4.567593,4.837608,4.981350,5.017254,4.945431,4.693684,4.873566,4.747677,4.693684,4.621651,4.549564,4.423306,4.441353,4.333031,4.278828,4.242676,4.188435,4.314964,4.260754,4.188435,4.351089,4.459393,4.459393,4.441353,4.387199,4.639664,4.314964,4.278828,4.152252,3.953053,3.789803,3.844246,3.699005,3.608135,3.898666,4.097965,4.170345,4.170345,4.314964,4.296894,4.333031,4.278828,4.405251,4.459393,4.549564,4.585613,4.693684,4.999298,5.071091,5.375641,5.643646,5.982162,6.230907,6.673634,7.202450,7.658585,8.025536,8.286835,8.564819,8.842041,9.651970,10.455326,10.795189,11.049305,11.925056,10.693359,10.540405,10.421276,9.669128,8.668869,7.184868,5.786316,4.729683,4.459393,4.260754,3.989300,3.844246,3.717175,3.735332,3.644493,3.644493,3.626316,3.735332,3.735332,4.043640,3.989300,4.170345,4.351089,4.242676,4.387199,4.369148,5.142826,
18.049908,18.548973,18.704315,19.060471,19.461197,19.737442,19.752762,19.522659,19.214828,19.599442,20.271866,21.359848,23.387787,21.659348,15.024246,9.840580,7.237614,6.390503,7.413223,9.669128,12.209618,14.536728,16.231361,16.279297,15.862953,15.396202,15.654026,15.299320,14.046535,14.259285,15.153797,15.476856,15.040455,14.894505,14.910728,14.601891,14.242935,13.685371,13.174019,13.273212,13.355793,14.013767,16.199394,18.159340,18.331009,17.374512,16.614120,16.343178,16.007301,15.509098,15.557434,14.878273,12.493324,10.879967,10.489372,9.977524,8.807426,8.911228,6.691307,5.857574,5.928787,7.816010,11.268997,12.859196,12.509983,12.792778,12.892384,11.958580,10.947739,9.994621,9.463001,9.566116,9.874836,10.930801,10.438301,11.538696,11.706871,11.488186,9.600468,8.963085,10.353134,11.824417,11.857979,11.958580,11.824417,11.015461,10.812149,11.201447,11.066219,10.659386,10.574409,10.063019,10.506382,10.863022,11.201447,11.387085,11.505028,11.370216,11.757271,12.025593,11.925056,11.370216,10.863022,10.913857,11.891529,12.792778,13.273212,12.792778,12.159466,11.992092,12.008842,11.824417,11.790852,11.403946,10.930801,10.387211,10.216717,10.896912,11.066219,8.928516,7.430771,7.728580,8.356403,9.754898,11.673264,13.833294,13.964584,13.636009,13.767578,14.324646,14.553024,15.024246,15.008041,15.331627,14.943172,14.193874,13.553684,13.487762,14.128426,14.357304,14.079300,13.849720,13.273212,12.326538,11.941822,12.025593,12.326538,13.140930,14.046535,14.829556,14.975613,15.024246,15.476856,15.541328,15.476856,15.879005,16.151413,15.686207,15.234676,16.677750,18.781876,17.358746,11.100048,6.443653,6.655960,10.591415,14.894505,16.502659,16.135410,16.502659,17.327194,18.890327,19.982201,19.645462,17.406052,14.780819,13.372299,12.792778,13.471283,14.926960,15.008041,14.046535,13.339287,13.586620,15.089043,15.234676,14.373634,13.898964,14.732056,14.748310,13.816875,14.046535,15.169983,16.311245,17.200863,15.444603,15.040455,15.331627,15.991276,17.074341,17.358746,17.642189,15.557434,12.059078,11.184555,8.199810,5.875378,7.641083,10.165508,11.757271,11.690063,11.218346,11.387085,12.142746,12.742935,13.537209,12.742935,12.359917,12.176186,12.576599,13.240158,12.309845,12.142746,10.998535,10.011726,9.325344,9.445805,10.947739,12.293148,12.809383,12.809383,12.326538,13.784012,17.924671,16.995171,14.373634,14.504135,13.421806,12.309845,11.488186,10.216717,9.943306,10.710339,11.133862,11.673264,12.859196,13.273212,10.947739,7.990639,8.077850,9.032185,12.958721,18.268627,15.670120,14.487827,14.161160,14.242935,13.751144,13.570152,13.997375,13.636009,13.816875,13.816875,13.306248,12.809383,12.559952,11.066219,9.669128,9.823448,10.404247,11.505028,11.958580,12.742935,12.509983,12.459991,13.025021,12.742935,13.685371,13.372299,13.537209,13.306248,13.041588,12.809383,13.355793,13.915375,14.259285,14.975613,14.813316,15.056656,15.782661,16.135410,16.247341,15.557434,14.829556,14.878273,15.283161,15.476856,16.103397,16.852482,16.215378,15.621845,15.008041,14.520435,14.553024,14.975613,14.845798,15.121429,14.487827,13.980984,14.585602,18.049908,15.621845,9.600468,7.079300,9.909073,12.476658,14.242935,14.177513,14.471519,14.487827,13.603092,13.339287,14.046535,14.699532,14.438908,14.438908,14.291973,13.504250,13.570152,14.406273,14.210239,14.128426,13.931774,13.256683,12.958721,13.866138,14.618168,14.650723,13.636009,13.701824,14.242935,15.991276,16.231361,15.846905,15.234676,15.234676,15.250839,15.169983,14.910728,15.218506,15.943176,14.943172,14.813316,15.283161,14.943172,15.766586,11.471340,7.167278,7.920826,12.509983,16.359138,18.143723,18.735344,18.580063,16.931782,15.186161,13.372299,11.841202,9.583294,7.606056,6.390503,5.536526,4.963394,4.495468,4.278828,4.134155,4.152252,4.043640,4.043640,4.007416,3.916801,3.862389,3.971176,3.862389,3.844246,3.826103,3.862389,3.735332,3.753490,3.699005,3.680840,3.753490,3.699005,3.735332,3.771652,3.735332,3.699005,3.680840,3.844246,3.680840,3.589951,3.517189,3.426163,3.480782,3.699005,3.662666,3.662666,3.735332,3.717175,3.644493,3.680840,3.662666,3.644493,3.662666,3.644493,3.771652,3.644493,3.644493,3.626316,3.717175,3.517189,3.535381,3.426163,3.207405,3.225651,3.243893,3.389732,3.371513,3.589951,3.426163,3.735332,3.699005,3.626316,3.680840,3.789803,3.717175,3.789803,3.662666,3.735332,3.807953,3.771652,3.789803,3.717175,3.807953,3.608135,3.699005,3.789803,3.953053,3.753490,3.916801,3.771652,3.880531,3.880531,3.844246,3.898666,3.862389,3.953053,4.043640,3.735332,3.953053,4.061752,3.934925,3.880531,4.025536,4.061752,4.097965,3.735332,3.589951,3.589951,3.807953,4.152252,4.278828,4.333031,4.441353,4.621651,4.837608,5.214516,5.304062,5.268250,5.697170,6.177658,6.832558,7.465851,7.868435,8.807426,9.720600,10.489372,11.150764,12.042332,13.289734,14.487827,14.878273,15.105240,15.121429,13.306248,13.504250,13.898964,13.784012,14.161160,14.013767,12.693066,11.908295,10.964676,10.182583,10.080105,9.772041,10.267899,11.268997,12.126015,12.842598,10.812149,9.445805,9.032185,9.153004,10.540405,12.792778,14.193874,14.046535,13.405304,13.174019,13.289734,13.008453,12.593246,11.740471,11.555531,11.049305,10.063019,9.634804,10.506382,10.947739,11.941822,14.894505,15.396202,11.774059,7.903366,6.142136,5.375641,5.106960,5.196594,5.286160,5.554386,5.447174,5.393528,5.375641,5.286160,5.035202,4.999298,4.945431,5.106960,5.411415,5.518661,5.357750,5.286160,5.160751,4.945431,4.873566,4.657673,4.441353,4.495468,4.441353,4.477436,4.260754,4.459393,4.333031,4.242676,4.387199,4.495468,4.459393,4.495468,4.621651,4.513504,4.675674,4.729683,4.513504,4.441353,4.567593,4.441353,4.405251,4.134155,4.116058,3.934925,3.916801,4.188435,4.314964,4.549564,4.567593,4.675674,4.567593,4.585613,4.783661,4.783661,4.801651,4.999298,5.160751,5.357750,5.768490,6.159897,6.549854,6.956001,7.448311,8.042976,8.911228,9.651970,10.080105,10.216717,10.421276,10.438301,10.693359,11.521862,12.476658,12.559952,12.593246,12.459991,11.925056,11.908295,11.572353,10.455326,8.790119,6.814915,4.927475,4.387199,4.224598,4.079857,3.989300,3.916801,3.626316,3.662666,3.517189,3.644493,3.535381,3.826103,3.953053,4.260754,4.405251,4.693684,4.801651,4.963394,5.160751,5.590103,6.408218,
