Filename,Hotspot-cluster,minimum,maximum,average,Hotspot-U1,Hotspot-U2,Hotspot-U3,Hotspot-U4,density
0209_MWIR.jpg,1,6.105415,10.617893,9.13802526062567,0.9531708262396712,1.3157464701416608,0.3932128169180577,0.3829768034419663,20.141892424521114%
0210_MWIR.jpg,0,6.282711,10.553997,9.181642451490971,0.9601336692972797,1.3256951278840026,0.3963448555692983,0.3859546715214525,19.56128820243181%
0211_MWIR.jpg,0,6.078186,10.669155,9.249244704098041,0.9709273293299553,1.3411244340017174,0.40120526928914324,0.3905740694957105,20.81433736833831%
0212_MWIR.jpg,0,6.037891,10.43626,9.122844956589287,0.9507438529514004,1.3122650011667658,0.39211094997507656,0.38193243075654437,20.06496616157509%
0213_MWIR.jpg,0,5.524452,10.471478,8.95263279020003,0.9236063635884986,1.2736184616673136,0.37999827689727006,0.37038528636963997,23.043471179373583%
0214_MWIR.jpg,1,5.611336,10.515621,9.1670640858532,0.9578024795344889,1.3223493328605627,0.39528519914939525,0.3849506950076674,17.371592977255638%
0215_MWIR.jpg,2,5.508656,10.456745,9.158382356836352,0.9564580676573713,1.3205883145008106,0.3947994673547701,0.38445230375133277,14.390551467720547%
0216_MWIR.jpg,1,5.423832,10.492588,9.277654935890471,0.9754809374687937,1.3477034216089068,0.40330815065365755,0.3925574603082883,13.448484981331696%
0217_MWIR.jpg,2,5.141605,10.497311,8.962181379253778,0.9253355870462532,1.2768794373055492,0.3813644251432,0.3715036064464129,14.698247558072724%
0218_MWIR.jpg,2,6.107285,10.405857,9.064971577996946,0.9415297356642177,1.2991916071622087,0.38803410000000527,0.37803442496933404,22.726401227072284%
0219_MWIR.jpg,0,6.024433,10.618275,9.21068769028224,0.9647609869544455,1.332271970890045,0.39840071000185245,0.3879176529543806,18.51208776037933%
0220_MWIR.jpg,2,6.329433,10.443516,9.194744262105203,0.9622225930165398,1.328670251027704,0.39727745897159894,0.3868436859282568,17.589155722512906%
0221_MWIR.jpg,2,5.503368,10.744251,9.159704236235104,0.9566355480335098,1.3207119936396614,0.394782455627419,0.38446563319983723,28.401542746946646%
0222_MWIR.jpg,1,5.435818,10.699131,9.221824804858164,0.9665314472127077,1.3347737584734305,0.39917649888767404,0.3886618566062309,30.700972391754554%
0223_MWIR.jpg,2,7.120083,10.504421,8.812157867277927,0.9013151070091849,1.2422637519958244,0.3703358201955777,0.3610790712455624,34.16075104929705%
0224_MWIR.jpg,2,5.964123,10.677303,9.230939921199486,0.9679899022633333,1.3368702810710542,0.3998418925963165,0.38929150964501635,26.543119983689838%
0225_MWIR.jpg,2,4.031181,9.089947,8.476220307742524,0.8476924494694346,1.1656611990605643,0.34622520601758416,0.33815063243601046,49.88053322478885%
0226_MWIR.jpg,1,5.757725,10.480289,9.070610213826571,0.9424195949195068,1.3004244229959419,0.38840582925790207,0.37839698543766953,25.63161436349177%
0227_MWIR.jpg,2,5.823883,10.485348,9.009369170910126,0.9326512749494428,1.2864966342775206,0.38403346460565324,0.37423276971432534,32.288373691635655%
0228_MWIR.jpg,0,5.537579,10.523746,9.019479972859529,0.9342540061573094,1.2887441762282827,0.3847230390374456,0.3748984680726977,31.151444459715975%
0229_MWIR.jpg,1,5.472752,10.559086,9.118420413312561,0.9500390564394258,1.3112638532212835,0.3917982990128769,0.38163383936734485,30.84423692514927%
0230_MWIR.jpg,0,4.590282,9.857449,9.055704050625424,0.9400245252337451,1.296943031685986,0.3872844738672852,0.37734456489444645,49.74988866267973%
