Filename,minimum,maximum,average,U1,U2,U3,U4
0289_MWIR.jpg,0.592644,2.178436,1.635807578250367,-25.109062661352755,-7.568111815277976,-2.1471753321420493,-2.194929805096797
0290_MWIR.jpg,0.570976,2.178421,1.6395657959729697,-25.090085895416237,-7.5624405581403265,-2.1455424819056144,-2.1932292788652856
0291_MWIR.jpg,0.484505,2.263474,1.628155462114726,-25.147683710785923,-7.579611802645538,-2.1504885412681327,-2.198397582300167
0292_MWIR.jpg,0.506073,2.220913,1.6247719079378669,-25.16476332335895,-7.5847033931855865,-2.1519551680722304,-2.1999302174806523
0293_MWIR.jpg,0.527641,2.220898,1.6338424461931262,-25.118972462348758,-7.57104246455877,-2.148020717858249,-2.195822925284025
0294_MWIR.jpg,0.592361,2.263428,1.6684184613044275,-24.944429943228812,-7.518989365558757,-2.1330280889120976,-2.1801639864412388
0295_MWIR.jpg,0.657116,2.263443,1.691983172214408,-24.82547031609564,-7.483505221073062,-2.122808131107378,-2.1694928362723918
0296_MWIR.jpg,0.549294,2.178379,1.66433639986546,-24.96503726492624,-7.525136692322857,-2.1347985230358204,-2.1820123698915266
0297_MWIR.jpg,0.549316,2.220947,1.6640447079959637,-24.966506578906337,-7.52556731385555,-2.13492295088349,-2.1821454423571662
0298_MWIR.jpg,0.570774,2.1996,1.6597672107081702,-24.988097437985246,-7.5320007738838,-2.1367762263297143,-2.1840833347266266
0299_MWIR.jpg,0.462746,2.242123,1.6488925147382583,-25.04298885783429,-7.548359062799735,-2.1414884506546494,-2.189009820395991
0300_MWIR.jpg,0.549149,2.220863,1.6460022325587085,-25.05757739091275,-7.5527053677530525,-2.1427405496601617,-2.190319378780946
0301_MWIR.jpg,0.506012,2.242161,1.6439473923495598,-25.06795208309156,-7.555803418156858,-2.143632661179634,-2.1912494748939064
0302_MWIR.jpg,0.570747,2.242142,1.66639809581091,-24.954622531006525,-7.522013774812057,-2.1338999590130903,-2.1810808733522147
0303_MWIR.jpg,0.570778,2.242161,1.6760863770853718,-24.905714909154803,-7.507427310454532,-2.129698730547079,-2.176693319702115
0304_MWIR.jpg,0.592396,2.263451,1.66736289182363,-24.949753481374795,-7.520564842629465,-2.133482462166278,-2.1806435263105053
0305_MWIR.jpg,0.54921,2.242165,1.6573479078767124,-25.000310749392533,-7.535644315760432,-2.137825655393649,-2.1851789369339483
0306_MWIR.jpg,0.592335,2.242142,1.6564088089591487,-25.005050582771304,-7.537055954051268,-2.1382323722258194,-2.185604529193005
0307_MWIR.jpg,0.592175,2.199497,1.6688472745168788,-24.9422604292683,-7.518330812143967,-2.13283900093317,-2.179971240682568
0308_MWIR.jpg,0.592216,2.220802,1.6659542613625244,-24.95686375720816,-7.522683887499802,-2.1340928904319227,-2.181281677685542
0309_MWIR.jpg,0.592129,2.220741,1.6555815424535225,-25.009223935979,-7.5382939423425395,-2.1385892644213573,-2.1859799890536387
0310_MWIR.jpg,0.548893,2.348301,1.6432158059289383,-25.071645125074355,-7.556904672464818,-2.143949892217257,-2.191580869158535
0311_MWIR.jpg,0.548798,2.241917,1.644493805672089,-25.065194260791955,-7.554982246692115,-2.143396111653412,-2.1910019056876515
0312_MWIR.jpg,0.548866,2.284496,1.6439297315465997,-25.06803812602646,-7.5558216841920265,-2.1436383317761485,-2.1912584536467525
0313_MWIR.jpg,0.548786,2.326973,1.6462719296875,-25.05621437737499,-7.5522951798638704,-2.142622616085745,-2.1901977374500645
0314_MWIR.jpg,0.548775,2.220631,1.6638521262934198,-24.967467513119,-7.525827167389464,-2.134999264626407,-2.1822361857716985
0315_MWIR.jpg,0.613441,2.284382,1.6705573884540117,-24.933617599305382,-7.5157293816783115,-2.132091007628264,-2.1791998659939806
0316_MWIR.jpg,0.656353,2.262947,1.6992869334301615,-24.788582923199336,-7.472462906319845,-2.119629863777163,-2.1661904304943866
0317_MWIR.jpg,0.656384,2.284241,1.7017321720248288,-24.77624240380687,-7.468790385710162,-2.1185716785465463,-2.1650820308714476
0318_MWIR.jpg,0.656277,2.284161,1.704550845073997,-24.762014598176894,-7.464549894854995,-2.117350187582898,-2.1638051891301133
0319_MWIR.jpg,0.742561,2.241646,1.7092188305436644,-24.73845069486449,-7.457523603198043,-2.115326353739794,-2.1616909542458904
0320_MWIR.jpg,0.61314,2.284164,1.7103111376987525,-24.732929708745893,-7.455860585912503,-2.1148482493608083,-2.161198412022277
0321_MWIR.jpg,0.61314,2.262897,1.7033130096746576,-24.76825280474013,-7.4663852826354615,-2.117880156071225,-2.1643690140896754
0322_MWIR.jpg,0.634514,2.241474,1.7211036481256115,-24.678444587594743,-7.43960301257254,-2.1101661275414316,-2.1563117972489163
0323_MWIR.jpg,0.612869,2.22015,1.7111289909063112,-24.728799133816317,-7.454624007307905,-2.1144923357636496,-2.160828631751244
0328_MWIR.jpg,0.699306,2.326603,1.7309653471563111,-24.62865711496221,-7.424743726109986,-2.1058869622199086,-2.1518471903565795
0329_MWIR.jpg,0.656189,2.2841,1.7274260636649952,-24.6465223311503,-7.4300683016491815,-2.107420736940732,-2.1534504787495643
0334_MWIR.jpg,0.569748,2.241467,1.7217666042013209,-24.67509193737585,-7.438588948334724,-2.1098748631714614,-2.156013478436452
0335_MWIR.jpg,0.656208,2.305374,1.7217373332558707,-24.675243350589255,-7.438642785893251,-2.109889890377346,-2.1560255860014457
0336_MWIR.jpg,0.591522,2.623909,1.7140001488931018,-24.714299280839438,-7.450285512780608,-2.1132435557037503,-2.159530263545781
0337_MWIR.jpg,0.591381,2.64502,1.7097321582069471,-24.735843598858544,-7.456708599054456,-2.1150936934523723,-2.1614634554499053
0338_MWIR.jpg,0.720684,2.283939,1.749232173290729,-24.536432899778156,-7.397212053272429,-2.0979587080434703,-2.143578179440513
0339_MWIR.jpg,0.763824,2.283958,1.7609843628088306,-24.477098877703327,-7.379498088006346,-2.092857715596217,-2.1382583659903402
0340_MWIR.jpg,0.634327,2.305145,1.7358663642062133,-24.603903206248802,-7.417330179159543,-2.1037534327876317,-2.1496317905897695
0341_MWIR.jpg,0.677353,2.368828,1.7521427919184198,-24.521717720587624,-7.392771444610575,-2.0966829349802767,-2.142267466457414
0342_MWIR.jpg,0.720123,2.686913,1.7912538782503669,-24.32424191803987,-7.333784998935753,-2.079699085297713,-2.1245679980322163
0343_MWIR.jpg,0.978401,2.919662,1.8127378603137232,-24.215766078762186,-7.301381029742814,-2.07036955702887,-2.1148464063052326
0344_MWIR.jpg,0.849209,2.856178,1.807914994676492,-24.240119231353777,-7.308659979602994,-2.0724649770416446,-2.117028134890704
0345_MWIR.jpg,0.827499,2.856049,1.8135262675941781,-24.211786304247035,-7.30019441926168,-2.0700276653997993,-2.1144891534648598
0346_MWIR.jpg,0.978073,2.898262,1.8451957198079745,-24.05187365052199,-7.252404108103078,-2.0562693264614365,-2.100161318625032
0347_MWIR.jpg,0.827278,3.341583,1.8936663800574853,-23.80707411175599,-7.179129454017663,-2.035183665897887,-2.078252283198261
0348_MWIR.jpg,0.935215,3.741394,2.00495340335433,-23.245003423547338,-7.010852708910142,-1.9867696584646712,-2.027966474547641
0349_MWIR.jpg,0.891907,3.846153,2.0389125075373045,-23.073489965089955,-6.959508363244366,-1.971997711196847,-2.012621691131245
0350_MWIR.jpg,0.892006,3.846222,2.042166911628547,-23.05704777350718,-6.9545739548040775,-1.9705793930929751,-2.0111537943348687
0351_MWIR.jpg,0.891968,3.699272,2.0143957675574855,-23.197317310453872,-6.996584260520214,-1.9826633522471608,-2.0236976168034184
0352_MWIR.jpg,0.978153,3.657318,2.0031503707833904,-23.2541225004185,-7.01361027795353,-1.9875596587614968,-2.0287746657520884
0353_MWIR.jpg,0.935139,3.678345,1.9748963854941293,-23.396815056298905,-7.056311944928896,-1.9998466811090354,-2.041544718106222
