Filename,minimum,maximum,average,U1,U2,U3,U4
0354_MWIR.jpg,0.978138,3.615273,1.9438987985078278,-23.55337886685006,-7.103198923247591,-2.0133349010861763,-2.0555483929170393
0355_MWIR.jpg,0.956688,3.468094,1.9344836323049168,-23.600939213949516,-7.117455410242361,-2.0174349754553367,-2.0597994121526266
0356_MWIR.jpg,0.935246,3.657402,1.9528291449792075,-23.50828161415851,-7.089712283976616,-2.009453141010759,-2.0515099789252154
0357_MWIR.jpg,0.913692,3.510216,1.9526609599345646,-23.509126309295443,-7.089954037639754,-2.0095234114875464,-2.0515876149797534
0470_MWIR.jpg,1.040379,3.529465,2.235299268028376,-22.08167612502406,-6.662704187766473,-1.8865820971723917,-1.923840058576459
0471_MWIR.jpg,1.040123,3.550301,2.242811083891879,-22.043685095961212,-6.651214744968775,-1.8832880768664324,-1.9204691852814544
0472_MWIR.jpg,1.0401,3.550285,2.242641014126712,-22.04455968396293,-6.6515113752138095,-1.8833697842024566,-1.9205387437338193
0473_MWIR.jpg,1.104652,3.466148,2.2248924458628916,-22.13426261971361,-6.678503796828479,-1.8911213941155929,-1.9285299872710373
0474_MWIR.jpg,1.061485,3.487061,2.231573182937867,-22.100540179750922,-6.668451008072782,-1.8882244317894143,-1.9255018611467305
0475_MWIR.jpg,1.018551,3.487129,2.2242288318340266,-22.1376442517635,-6.679582683282144,-1.891424678732346,-1.928815648427075
0476_MWIR.jpg,0.997105,3.466133,2.2298804749724805,-22.10908632505612,-6.671002401039442,-1.8889590118539756,-1.92626789035678
0477_MWIR.jpg,0.953884,3.508087,2.231727811438968,-22.09976586793098,-6.668233785679535,-1.8881602297034144,-1.925428649256418
0478_MWIR.jpg,0.975365,3.508049,2.2371695396312377,-22.072250227039707,-6.659925276664009,-1.8857766606971051,-1.9229837168501214
0479_MWIR.jpg,0.996838,3.550102,2.2559755309931506,-21.977212726662195,-6.631348458105556,-1.8775671992332643,-1.9145109434147414
0480_MWIR.jpg,1.126045,3.55024,2.263641847082926,-21.938534072464662,-6.619861625726305,-1.8742538016585433,-1.911029136644267
0481_MWIR.jpg,1.06168,3.466164,2.243696293233244,-22.039396481306483,-6.6503377450197005,-1.8829941941412127,-1.9199853894103764
0482_MWIR.jpg,1.233459,3.42395,2.249951876449364,-22.007805675540602,-6.640888313599158,-1.8802744953416808,-1.9171567270876357
0483_MWIR.jpg,1.211842,3.465935,2.2582646498134786,-21.96581993939966,-6.628315869771758,-1.8766572651252622,-1.9134005386314228
0484_MWIR.jpg,1.211487,3.402473,2.2607716650226273,-21.95316193651449,-6.6245351826830845,-1.8755685988583397,-1.912265835658312
0485_MWIR.jpg,1.232605,3.465355,2.269205332335494,-21.9105556185488,-6.611754480230441,-1.8718936218327382,-1.908459454748224
0486_MWIR.jpg,1.211197,3.444359,2.2667403483641144,-21.923003058363108,-6.615475945142676,-1.8729648389896683,-1.9095743474810278
0487_MWIR.jpg,1.232555,3.465317,2.27897383301431,-21.86120706039539,-6.596954129280925,-1.8676376622982058,-1.9040500971010315
0488_MWIR.jpg,1.254128,3.486443,2.285699408989726,-21.82723708475115,-6.586780290562733,-1.8647107505029341,-1.901011506305202
0489_MWIR.jpg,1.296875,3.402061,2.2643320834760274,-21.935214519609076,-6.619240602513077,-1.874037725037603,-1.910641509998892
0490_MWIR.jpg,1.339195,3.422638,2.2710555247248045,-21.90125920453044,-6.609079865584543,-1.871113733744407,-1.9076021522809052
